pt distribution of pi+-, arXiv:XXXX.YYYY
RE: P PB --> PI + X
SQRT(SNN) : 5020.0 GeV
YRAP : -0.5 - +0.5
x: PT IN GEV/c
y: 1/Nev 1/p_T 1/2pi d^2N/(dp_Tdy) (GeV/c)^{-1}
x		xlow		xhigh		y		dystat+		dystat-		dysyst+		dysyst-
0.0500000000	0.0000000000	0.1000000000	653.00000000	25.554000000	25.554000000	52.240000000	52.240000000
0.1500000000	0.1000000000	0.2000000000	593.00000000	24.352000000	24.352000000	47.440000000	47.440000000
0.2500000000	0.2000000000	0.3000000000	559.00000000	23.643000000	23.643000000	44.720000000	44.720000000
0.3500000000	0.3000000000	0.4000000000	551.00000000	23.473000000	23.473000000	44.080000000	44.080000000
0.4500000000	0.4000000000	0.5000000000	575.00000000	23.979000000	23.979000000	46.000000000	46.000000000
0.5500000000	0.5000000000	0.6000000000	517.00000000	22.738000000	22.738000000	41.360000000	41.360000000
0.6500000000	0.6000000000	0.7000000000	559.00000000	23.643000000	23.643000000	44.720000000	44.720000000
0.7500000000	0.7000000000	0.8000000000	481.00000000	21.932000000	21.932000000	38.480000000	38.480000000
0.8500000000	0.8000000000	0.9000000000	481.00000000	21.932000000	21.932000000	38.480000000	38.480000000
0.9500000000	0.9000000000	1.0000000000	492.00000000	22.181000000	22.181000000	39.360000000	39.360000000
1.0500000000	1.0000000000	1.1000000000	443.00000000	21.048000000	21.048000000	35.440000000	35.440000000
1.1500000000	1.1000000000	1.2000000000	467.00000000	21.610000000	21.610000000	37.360000000	37.360000000
1.2500000000	1.2000000000	1.3000000000	453.00000000	21.284000000	21.284000000	36.240000000	36.240000000
1.3500000000	1.3000000000	1.4000000000	408.00000000	20.199000000	20.199000000	32.640000000	32.640000000
1.4500000000	1.4000000000	1.5000000000	409.00000000	20.224000000	20.224000000	32.720000000	32.720000000
1.5500000000	1.5000000000	1.6000000000	401.00000000	20.025000000	20.025000000	32.080000000	32.080000000
1.6500000000	1.6000000000	1.7000000000	389.00000000	19.723000000	19.723000000	31.120000000	31.120000000
1.7500000000	1.7000000000	1.8000000000	375.00000000	19.365000000	19.365000000	30.000000000	30.000000000
1.8500000000	1.8000000000	1.9000000000	359.00000000	18.947000000	18.947000000	28.720000000	28.720000000
1.9500000000	1.9000000000	2.0000000000	350.00000000	18.708000000	18.708000000	28.000000000	28.000000000
2.0500000000	2.0000000000	2.1000000000	365.00000000	19.105000000	19.105000000	29.200000000	29.200000000
2.1500000000	2.1000000000	2.2000000000	335.00000000	18.303000000	18.303000000	26.800000000	26.800000000
2.2500000000	2.2000000000	2.3000000000	301.00000000	17.349000000	17.349000000	24.080000000	24.080000000
2.3500000000	2.3000000000	2.4000000000	316.00000000	17.776000000	17.776000000	25.280000000	25.280000000
2.4500000000	2.4000000000	2.5000000000	325.00000000	18.028000000	18.028000000	26.000000000	26.000000000
2.5500000000	2.5000000000	2.6000000000	295.00000000	17.176000000	17.176000000	23.600000000	23.600000000
2.6500000000	2.6000000000	2.7000000000	302.00000000	17.378000000	17.378000000	24.160000000	24.160000000
2.7500000000	2.7000000000	2.8000000000	270.00000000	16.432000000	16.432000000	21.600000000	21.600000000
2.8500000000	2.8000000000	2.9000000000	268.00000000	16.371000000	16.371000000	21.440000000	21.440000000
2.9500000000	2.9000000000	3.0000000000	253.00000000	15.906000000	15.906000000	20.240000000	20.240000000
3.0500000000	3.0000000000	3.1000000000	263.00000000	16.217000000	16.217000000	21.040000000	21.040000000
3.1500000000	3.1000000000	3.2000000000	260.00000000	16.125000000	16.125000000	20.800000000	20.800000000
3.2500000000	3.2000000000	3.3000000000	245.00000000	15.652000000	15.652000000	19.600000000	19.600000000
3.3500000000	3.3000000000	3.4000000000	253.00000000	15.906000000	15.906000000	20.240000000	20.240000000
3.4500000000	3.4000000000	3.5000000000	216.00000000	14.697000000	14.697000000	17.280000000	17.280000000
3.5500000000	3.5000000000	3.6000000000	200.00000000	14.142000000	14.142000000	16.000000000	16.000000000
3.6500000000	3.6000000000	3.7000000000	215.00000000	14.663000000	14.663000000	17.200000000	17.200000000
3.7500000000	3.7000000000	3.8000000000	194.00000000	13.928000000	13.928000000	15.520000000	15.520000000
3.8500000000	3.8000000000	3.9000000000	178.00000000	13.342000000	13.342000000	14.240000000	14.240000000
3.9500000000	3.9000000000	4.0000000000	176.00000000	13.266000000	13.266000000	14.080000000	14.080000000
4.0500000000	4.0000000000	4.1000000000	177.00000000	13.304000000	13.304000000	14.160000000	14.160000000
4.1500000000	4.1000000000	4.2000000000	162.00000000	12.728000000	12.728000000	12.960000000	12.960000000
4.2500000000	4.2000000000	4.3000000000	184.00000000	13.565000000	13.565000000	14.720000000	14.720000000
4.3500000000	4.3000000000	4.4000000000	174.00000000	13.191000000	13.191000000	13.920000000	13.920000000
4.4500000000	4.4000000000	4.5000000000	159.00000000	12.610000000	12.610000000	12.720000000	12.720000000
4.5500000000	4.5000000000	4.6000000000	165.00000000	12.845000000	12.845000000	13.200000000	13.200000000
4.6500000000	4.6000000000	4.7000000000	144.00000000	12.000000000	12.000000000	11.520000000	11.520000000
4.7500000000	4.7000000000	4.8000000000	148.00000000	12.166000000	12.166000000	11.840000000	11.840000000
4.8500000000	4.8000000000	4.9000000000	154.00000000	12.410000000	12.410000000	12.320000000	12.320000000
4.9500000000	4.9000000000	5.0000000000	129.00000000	11.358000000	11.358000000	10.320000000	10.320000000
5.0500000000	5.0000000000	5.1000000000	136.00000000	11.662000000	11.662000000	10.880000000	10.880000000
5.1500000000	5.1000000000	5.2000000000	133.00000000	11.533000000	11.533000000	10.640000000	10.640000000
5.2500000000	5.2000000000	5.3000000000	128.00000000	11.314000000	11.314000000	10.240000000	10.240000000
5.3500000000	5.3000000000	5.4000000000	110.00000000	10.488000000	10.488000000	8.8000000000	8.8000000000
5.4500000000	5.4000000000	5.5000000000	121.00000000	11.000000000	11.000000000	9.6800000000	9.6800000000
5.5500000000	5.5000000000	5.6000000000	115.00000000	10.724000000	10.724000000	9.2000000000	9.2000000000
5.6500000000	5.6000000000	5.7000000000	111.00000000	10.536000000	10.536000000	8.8800000000	8.8800000000
5.7500000000	5.7000000000	5.8000000000	116.00000000	10.770000000	10.770000000	9.2800000000	9.2800000000
5.8500000000	5.8000000000	5.9000000000	112.00000000	10.583000000	10.583000000	8.9600000000	8.9600000000
5.9500000000	5.9000000000	6.0000000000	109.00000000	10.440000000	10.440000000	8.7200000000	8.7200000000
6.0500000000	6.0000000000	6.1000000000	104.00000000	10.198000000	10.198000000	8.3200000000	8.3200000000
6.1500000000	6.1000000000	6.2000000000	106.00000000	10.296000000	10.296000000	8.4800000000	8.4800000000
6.2500000000	6.2000000000	6.3000000000	85.000000000	9.2195000000	9.2195000000	6.8000000000	6.8000000000
6.3500000000	6.3000000000	6.4000000000	101.00000000	10.050000000	10.050000000	8.0800000000	8.0800000000
6.4500000000	6.4000000000	6.5000000000	107.00000000	10.344000000	10.344000000	8.5600000000	8.5600000000
6.5500000000	6.5000000000	6.6000000000	85.000000000	9.2195000000	9.2195000000	6.8000000000	6.8000000000
6.6500000000	6.6000000000	6.7000000000	77.000000000	8.7750000000	8.7750000000	6.1600000000	6.1600000000
6.7500000000	6.7000000000	6.8000000000	80.000000000	8.9443000000	8.9443000000	6.4000000000	6.4000000000
6.8500000000	6.8000000000	6.9000000000	69.000000000	8.3066000000	8.3066000000	5.5200000000	5.5200000000
6.9500000000	6.9000000000	7.0000000000	84.000000000	9.1652000000	9.1652000000	6.7200000000	6.7200000000
7.0500000000	7.0000000000	7.1000000000	63.000000000	7.9373000000	7.9373000000	5.0400000000	5.0400000000
7.1500000000	7.1000000000	7.2000000000	80.000000000	8.9443000000	8.9443000000	6.4000000000	6.4000000000
7.2500000000	7.2000000000	7.3000000000	83.000000000	9.1104000000	9.1104000000	6.6400000000	6.6400000000
7.3500000000	7.3000000000	7.4000000000	73.000000000	8.5440000000	8.5440000000	5.8400000000	5.8400000000
7.4500000000	7.4000000000	7.5000000000	68.000000000	8.2462000000	8.2462000000	5.4400000000	5.4400000000
7.5500000000	7.5000000000	7.6000000000	58.000000000	7.6158000000	7.6158000000	4.6400000000	4.6400000000
7.6500000000	7.6000000000	7.7000000000	63.000000000	7.9373000000	7.9373000000	5.0400000000	5.0400000000
7.7500000000	7.7000000000	7.8000000000	66.000000000	8.1240000000	8.1240000000	5.2800000000	5.2800000000
7.8500000000	7.8000000000	7.9000000000	60.000000000	7.7460000000	7.7460000000	4.8000000000	4.8000000000
7.9500000000	7.9000000000	8.0000000000	71.000000000	8.4261000000	8.4261000000	5.6800000000	5.6800000000
8.0500000000	8.0000000000	8.1000000000	55.000000000	7.4162000000	7.4162000000	4.4000000000	4.4000000000
8.1500000000	8.1000000000	8.2000000000	59.000000000	7.6811000000	7.6811000000	4.7200000000	4.7200000000
8.2500000000	8.2000000000	8.3000000000	67.000000000	8.1854000000	8.1854000000	5.3600000000	5.3600000000
8.3500000000	8.3000000000	8.4000000000	55.000000000	7.4162000000	7.4162000000	4.4000000000	4.4000000000
8.4500000000	8.4000000000	8.5000000000	47.000000000	6.8557000000	6.8557000000	3.7600000000	3.7600000000
8.5500000000	8.5000000000	8.6000000000	49.000000000	7.0000000000	7.0000000000	3.9200000000	3.9200000000
8.6500000000	8.6000000000	8.7000000000	52.000000000	7.2111000000	7.2111000000	4.1600000000	4.1600000000
8.7500000000	8.7000000000	8.8000000000	48.000000000	6.9282000000	6.9282000000	3.8400000000	3.8400000000
8.8500000000	8.8000000000	8.9000000000	47.000000000	6.8557000000	6.8557000000	3.7600000000	3.7600000000
8.9500000000	8.9000000000	9.0000000000	41.000000000	6.4031000000	6.4031000000	3.2800000000	3.2800000000
9.0500000000	9.0000000000	9.1000000000	50.000000000	7.0711000000	7.0711000000	4.0000000000	4.0000000000
9.1500000000	9.1000000000	9.2000000000	40.000000000	6.3246000000	6.3246000000	3.2000000000	3.2000000000
9.2500000000	9.2000000000	9.3000000000	43.000000000	6.5574000000	6.5574000000	3.4400000000	3.4400000000
9.3500000000	9.3000000000	9.4000000000	28.000000000	5.2915000000	5.2915000000	2.2400000000	2.2400000000
9.4500000000	9.4000000000	9.5000000000	40.000000000	6.3246000000	6.3246000000	3.2000000000	3.2000000000
9.5500000000	9.5000000000	9.6000000000	36.000000000	6.0000000000	6.0000000000	2.8800000000	2.8800000000
9.6500000000	9.6000000000	9.7000000000	35.000000000	5.9161000000	5.9161000000	2.8000000000	2.8000000000
9.7500000000	9.7000000000	9.8000000000	41.000000000	6.4031000000	6.4031000000	3.2800000000	3.2800000000
